THQ ERP V4.7.3 STATIC RELEASE VERIFICATION
Passed: 830/830

PASS | admin_panel version 4.7.3+7
PASS | Dart structural balance apps/client_app/lib/screens/sales_screen.dart
PASS | Dart structural balance apps/client_app/lib/screens/reports_screen.dart
PASS | Dart structural balance apps/client_app/lib/screens/barcode_workbench_screen.dart
PASS | Dart structural balance apps/client_app/lib/screens/tracking_lookup_screen.dart
PASS | Dart structural balance apps/client_app/lib/screens/payment_center_screen.dart
PASS | Dart structural balance apps/client_app/lib/screens/division_overview_screen.dart
PASS | Dart structural balance apps/client_app/lib/screens/add_product_screen.dart
PASS | Dart structural balance apps/client_app/lib/screens/client_entry_screen.dart
PASS | Dart structural balance apps/client_app/lib/screens/stock_transfers_screen.dart
PASS | Dart structural balance apps/client_app/lib/screens/expenses_screen.dart
PASS | Dart structural balance apps/client_app/lib/screens/global_search_screen.dart
PASS | Dart structural balance apps/client_app/lib/screens/client_home_screen.dart
PASS | Dart structural balance apps/client_app/lib/screens/custom_fields_screen.dart
PASS | Dart structural balance apps/client_app/lib/screens/notifications_screen.dart
PASS | Dart structural balance apps/client_app/lib/screens/support_screen.dart
PASS | Dart structural balance apps/client_app/lib/screens/approvals_screen.dart
PASS | Dart structural balance apps/client_app/lib/screens/client_bootstrap_screen.dart
PASS | Dart structural balance apps/client_app/lib/screens/invoice_preview_screen.dart
PASS | Dart structural balance apps/client_app/lib/screens/locations_screen.dart
PASS | Dart structural balance apps/client_app/lib/screens/customer_accounts_screen.dart
PASS | Dart structural balance apps/client_app/lib/screens/product_detail_screen.dart
PASS | Dart structural balance apps/client_app/lib/screens/workshop_screen.dart
PASS | Dart structural balance apps/pos_app/lib/main.dart
PASS | Dart structural balance apps/pos_app/lib/config/supabase_config.dart
PASS | Dart structural balance apps/pos_app/lib/ui/v43_theme.dart
PASS | Dart structural balance apps/pos_app/lib/widgets/customer_account_dialog.dart
PASS | Dart structural balance apps/pos_app/lib/widgets/activity_timeline_card.dart
PASS | Dart structural balance apps/pos_app/lib/services/backend_compatibility_service.dart
PASS | Dart structural balance apps/pos_app/lib/services/client_session_service.dart
PASS | Dart structural balance apps/pos_app/lib/services/device_installation_service.dart
PASS | Dart structural balance apps/pos_app/lib/services/client_auth_service.dart
PASS | Dart structural balance apps/pos_app/lib/services/purchase_service.dart
PASS | Dart structural balance apps/pos_app/lib/services/pos_completion_service.dart
PASS | Dart structural balance apps/pos_app/lib/services/tenant_settings_service.dart
PASS | Dart structural balance apps/pos_app/lib/services/cashier_shift_service.dart
PASS | Dart structural balance apps/pos_app/lib/services/return_receipt_service.dart
PASS | Dart structural balance apps/pos_app/lib/services/activity_timeline_service.dart
PASS | Dart structural balance apps/pos_app/lib/services/navigation_service.dart
PASS | Dart structural balance apps/pos_app/lib/services/invoice_pdf_service.dart
PASS | Dart structural balance apps/pos_app/lib/services/return_search_service.dart
PASS | Dart structural balance apps/pos_app/lib/services/pos_local_backup_service.dart
PASS | Dart structural balance apps/pos_app/lib/services/customer_service.dart
PASS | Dart structural balance apps/pos_app/lib/services/dashboard_service.dart
PASS | Dart structural balance apps/pos_app/lib/services/location_scope_service.dart
PASS | Dart structural balance apps/pos_app/lib/services/report_service.dart
PASS | Dart structural balance apps/pos_app/lib/services/invoice_template_service.dart
PASS | Dart structural balance apps/pos_app/lib/services/support_service.dart
PASS | Dart structural balance apps/pos_app/lib/services/accounting_service.dart
PASS | Dart structural balance apps/pos_app/lib/services/expense_service.dart
PASS | Dart structural balance apps/pos_app/lib/services/pos_hardware_service.dart
PASS | Dart structural balance apps/pos_app/lib/services/device_heartbeat_service.dart
PASS | Dart structural balance apps/pos_app/lib/services/ui_design_service.dart
PASS | Dart structural balance apps/pos_app/lib/services/sales_service.dart
PASS | Dart structural balance apps/pos_app/lib/services/app_log_service.dart
PASS | Dart structural balance apps/pos_app/lib/services/party_statement_service.dart
PASS | Dart structural balance apps/pos_app/lib/services/supplier_service.dart
PASS | Dart structural balance apps/pos_app/lib/services/restaurant_service.dart
PASS | Dart structural balance apps/pos_app/lib/services/bulk_import_service.dart
PASS | Dart structural balance apps/pos_app/lib/services/payment_center_service.dart
PASS | Dart structural balance apps/pos_app/lib/services/terminal_day_service.dart
PASS | Dart structural balance apps/pos_app/lib/services/customer_account_service.dart
PASS | Dart structural balance apps/pos_app/lib/services/terminal_day_export_service.dart
PASS | Dart structural balance apps/pos_app/lib/services/inventory_service.dart
PASS | Dart structural balance apps/pos_app/lib/services/notification_service.dart
PASS | Dart structural balance apps/pos_app/lib/models/customer.dart
PASS | Dart structural balance apps/pos_app/lib/models/accounting_summary.dart
PASS | Dart structural balance apps/pos_app/lib/models/sale_detail.dart
PASS | Dart structural balance apps/pos_app/lib/models/party_statement.dart
PASS | Dart structural balance apps/pos_app/lib/models/app_error_log.dart
PASS | Dart structural balance apps/pos_app/lib/models/payment_pending.dart
PASS | Dart structural balance apps/pos_app/lib/models/sale.dart
PASS | Dart structural balance apps/pos_app/lib/models/inventory_product_detail.dart
PASS | Dart structural balance apps/pos_app/lib/models/dashboard_insights.dart
PASS | Dart structural balance apps/pos_app/lib/models/report_summary.dart
PASS | Dart structural balance apps/pos_app/lib/models/stock_movement.dart
PASS | Dart structural balance apps/pos_app/lib/models/dashboard_data.dart
PASS | Dart structural balance apps/pos_app/lib/models/inventory_product.dart
PASS | Dart structural balance apps/pos_app/lib/models/app_menu_node.dart
PASS | Dart structural balance apps/pos_app/lib/models/expense.dart
PASS | Dart structural balance apps/pos_app/lib/models/client_session.dart
PASS | Dart structural balance apps/pos_app/lib/models/purchase.dart
PASS | Dart structural balance apps/pos_app/lib/models/purchase_detail.dart
PASS | Dart structural balance apps/pos_app/lib/models/supplier.dart
PASS | Dart structural balance apps/pos_app/lib/screens/business_activity_screen.dart
PASS | Dart structural balance apps/pos_app/lib/screens/client_login_screen.dart
PASS | Dart structural balance apps/pos_app/lib/screens/industry_workspace_screen.dart
PASS | Dart structural balance apps/pos_app/lib/screens/terminal_day_screen.dart
PASS | Dart structural balance apps/pos_app/lib/screens/inventory_products_screen.dart
PASS | Dart structural balance apps/pos_app/lib/screens/customers_screen.dart
PASS | Dart structural balance apps/pos_app/lib/screens/return_center_screen.dart
PASS | Dart structural balance apps/pos_app/lib/screens/suppliers_screen.dart
PASS | Dart structural balance apps/pos_app/lib/screens/purchases_screen.dart
PASS | Dart structural balance apps/pos_app/lib/screens/restaurant_screen.dart
PASS | Dart structural balance apps/pos_app/lib/screens/pos_home_screen.dart
PASS | Dart structural balance apps/pos_app/lib/screens/purchase_detail_screen.dart
PASS | Dart structural balance apps/pos_app/lib/screens/bulk_import_screen.dart
PASS | Dart structural balance apps/pos_app/lib/screens/party_statement_screen.dart
PASS | Dart structural balance apps/pos_app/lib/screens/dashboard_screen.dart
PASS | Dart structural balance apps/pos_app/lib/screens/pos_screen.dart
PASS | Dart structural balance apps/pos_app/lib/screens/device_activation_screen.dart
PASS | Dart structural balance apps/pos_app/lib/screens/business_settings_screen.dart
PASS | Dart structural balance apps/pos_app/lib/screens/accounting_screen.dart
PASS | Dart structural balance apps/pos_app/lib/screens/error_logs_screen.dart
PASS | Dart structural balance apps/pos_app/lib/screens/pos_entry_screen.dart
PASS | Dart structural balance apps/pos_app/lib/screens/sale_detail_screen.dart
PASS | Dart structural balance apps/pos_app/lib/screens/business_selector_screen.dart
PASS | Dart structural balance apps/pos_app/lib/screens/sales_screen.dart
PASS | Dart structural balance apps/pos_app/lib/screens/pos_settings_screen.dart
PASS | Dart structural balance apps/pos_app/lib/screens/reports_screen.dart
PASS | Dart structural balance apps/pos_app/lib/screens/tracking_lookup_screen.dart
PASS | Dart structural balance apps/pos_app/lib/screens/payment_center_screen.dart
PASS | Dart structural balance apps/pos_app/lib/screens/pos_bootstrap_screen.dart
PASS | Dart structural balance apps/pos_app/lib/screens/add_product_screen.dart
PASS | Dart structural balance apps/pos_app/lib/screens/expenses_screen.dart
PASS | Dart structural balance apps/pos_app/lib/screens/client_home_screen.dart
PASS | Dart structural balance apps/pos_app/lib/screens/cashier_shift_screen.dart
PASS | Dart structural balance apps/pos_app/lib/screens/notifications_screen.dart
PASS | Dart structural balance apps/pos_app/lib/screens/support_screen.dart
PASS | Dart structural balance apps/pos_app/lib/screens/client_bootstrap_screen.dart
PASS | Dart structural balance apps/pos_app/lib/screens/invoice_preview_screen.dart
PASS | Dart structural balance apps/pos_app/lib/screens/pos_login_screen.dart
PASS | Dart structural balance apps/pos_app/lib/screens/product_detail_screen.dart
PASS | Dart structural balance packages/erp_core/lib/erp_core.dart
PASS | Dart structural balance packages/erp_core/lib/src/release_contract.dart
PASS | Dart structural balance packages/erp_core/lib/src/erp_failure.dart
PASS | Dart structural balance packages/erp_core/lib/src/money.dart
PASS | migration 119 SQL dollar quotes paired
PASS | migration 119 transaction boundaries
PASS | migration 119 no invalid expenses.view permission
PASS | release tree excludes generated/VCS clutter
